,f1,f2,f3,emotion
0,0.50409836065574,3.0,0.25146568954030624,7.0
1,1.06931575196009,3.0,0.5378293259039425,5.0
2,0.50409836065574,3.0,0.25146568954030624,7.0
3,1.06931575196009,3.0,0.841626794258373,3.0
4,1.06931575196009,3.0,0.4825661680092057,5.0
5,0.50409836065574,3.0,0.25146568954030624,7.0
6,0.56521739130435,3.0,0.19162679425837292,4.0
7,0.56521739130435,3.0,0.5378293259039425,1.0
8,1.06931575196009,3.0,0.5378293259039425,2.0
9,1.06931575196009,3.0,0.5378293259039425,3.0
10,1.56521739130435,3.0,0.8878293259039425,4.0
11,1.0040983606557399,3.0,1.7514656895403062,7.0
12,1.06931575196009,3.0,0.4825661680092057,5.0
13,0.56521739130435,1.0,0.5378293259039425,6.0
14,0.56521739130435,3.0,0.34162679425837295,3.0
15,1.06931575196009,3.0,0.7863636363636364,5.0
16,1.06931575196009,3.0,0.28636363636363626,3.0
17,0.56521739130435,3.0,0.3878293259039425,4.0
18,1.5040983606557399,3.0,0.25146568954030624,7.0
19,0.56521739130435,3.0,0.34162679425837295,3.0
20,1.06931575196009,3.0,0.4825661680092057,5.0
21,0.56521739130435,3.0,0.3878293259039425,6.0
22,0.50409836065574,3.0,0.25146568954030624,7.0
23,0.0,3.0,0.3878293259039425,4.0
24,1.06931575196009,3.0,1.341626794258373,1.0
25,1.56521739130435,3.0,0.8878293259039425,6.0
26,2.50409836065574,3.0,0.25146568954030624,7.0
27,1.06931575196009,3.0,0.5378293259039425,5.0
28,1.06931575196009,3.0,0.28636363636363626,1.0
29,1.5040983606557399,3.0,0.25146568954030624,7.0
30,1.06931575196009,3.0,0.28636363636363626,5.0
31,1.06931575196009,3.0,0.4825661680092057,5.0
32,1.06931575196009,3.0,0.25146568954030624,7.0
33,0.56521739130435,3.0,0.28636363636363626,3.0
34,2.00409836065574,3.0,2.2514656895403062,7.0
35,1.56521739130435,3.0,1.2863636363636362,1.0
36,0.56521739130435,3.0,0.34162679425837295,3.0
37,0.56521739130435,3.0,0.34162679425837295,1.0
38,1.06931575196009,3.0,0.4825661680092057,5.0
39,1.06931575196009,3.0,0.4825661680092057,5.0
40,0.56521739130435,3.0,0.841626794258373,1.0
41,1.06931575196009,3.0,0.5378293259039425,3.0
42,0.50409836065574,3.0,0.25146568954030624,7.0
43,2.56521739130435,3.0,1.5363636363636362,1.0
44,1.06521739130435,3.0,1.2514656895403062,2.0
45,1.56521739130435,3.0,1.2514656895403062,6.0
46,1.06931575196009,3.0,0.28636363636363626,5.0
47,0.0,3.0,0.3878293259039425,4.0
48,0.50409836065574,3.0,0.5378293259039425,7.0
49,1.06931575196009,3.0,0.5378293259039425,2.0
50,0.50409836065574,3.0,0.25146568954030624,7.0
51,1.06931575196009,3.0,0.8878293259039425,6.0
52,1.06931575196009,3.0,0.4825661680092057,5.0
53,1.06931575196009,3.0,0.5378293259039425,3.0
54,0.56521739130435,3.0,0.34162679425837295,1.0
55,3.06521739130435,3.0,0.8878293259039425,6.0
56,0.50409836065574,3.0,0.25146568954030624,7.0
57,1.06931575196009,3.0,0.5378293259039425,3.0
58,1.06931575196009,3.0,0.9825661680092057,5.0
59,1.06931575196009,3.0,0.4825661680092057,5.0
60,0.56521739130435,3.0,0.28636363636363626,3.0
61,1.0040983606557399,3.0,0.25146568954030624,7.0
62,2.06521739130435,3.0,0.5378293259039425,3.0
63,1.06931575196009,3.0,0.4825661680092057,5.0
64,0.50409836065574,3.0,0.25146568954030624,7.0
65,1.06931575196009,3.0,0.5378293259039425,2.0
66,1.06931575196009,3.0,0.4825661680092057,5.0
67,1.0040983606557399,3.0,0.25146568954030624,7.0
68,0.56521739130435,3.0,0.34162679425837295,1.0
69,0.56521739130435,3.0,0.28636363636363626,3.0
70,1.06931575196009,3.0,0.4825661680092057,5.0
71,2.56521739130435,3.0,0.5378293259039425,1.0
72,0.50409836065574,3.0,0.25146568954030624,7.0
73,0.56521739130435,3.0,0.34162679425837295,3.0
74,0.56521739130435,3.0,0.33256616800920574,4.0
75,1.06931575196009,3.0,0.4825661680092057,5.0
76,2.50409836065574,3.0,1.7514656895403062,7.0
77,0.56521739130435,3.0,0.3878293259039425,6.0
78,1.06931575196009,3.0,0.4825661680092057,5.0
79,0.50409836065574,3.0,0.25146568954030624,4.0
80,0.56521739130435,3.0,0.28636363636363626,3.0
81,0.50409836065574,3.0,0.25146568954030624,7.0
82,2.56521739130435,3.0,0.841626794258373,1.0
83,1.56521739130435,3.0,0.8878293259039425,6.0
